SIDO_NM,VISIT_AREA_NM,VISIT_AREA_TYPE_CD
가평군,살롱 드 이터널저니,11
강릉시,인쌩맥주 강릉교동점,11
춘천시,청춘꼬마김밥 강남점,11
양산시,양산타워,13
하동군,부천횟집,11
대구광역시,칭구짬뽕 영대병원점,11
대구광역시,청라언덕역 대구2호선,4
부산광역시,서귀포로맨스 부산명지포스코점,11
대구광역시,남구국제스포츠클라이밍장,13
울진군,후포홈마트,10
NaN,칠곡휴게소,9
울진군,르카페말리,11
대구광역시,DGB대구은행 용산동지점,21
속초시,속초까막골막국수,11
부산광역시,뮤즈온 해운대점,11
고성군,카페자하,11
속초시,홍게너라면,11
부산광역시,제일솥뚜껑,11
안동시,경상북도청,12
강릉시,모아나버거,11
김천시,보릿가을,11
춘천시,굿손 춘천엔타점,11
경주시,반도불갈비식당,11
경주시,다이소 경주불국사점,10
NaN,진주 차없는거리,4
고양시,효교,11
경주시,돌고래횟집,11
NaN,청라국제도시역 공항철도,9
NaN,"울기등대, 송림길",7
김해시,안채 구산1호점,11
NaN,경북 영주 무섬마을 외나무다리,13
대구광역시,모모상점,11
합천군,옛촌,11
대구광역시,피아자,11
영동군,강남분식,11
NaN,롯데리아 강릉터미널점,11
가평군,솔고개두부마을,7
경주시,옹심이메밀칼국수,11
울산광역시,휘게커피,11
동해시,카페홈타운,11
NaN,대구중구관광안내소,13
경주시,심가네장어,11
NaN,옥이반상 신세계백화점 김해점,11
부산광역시,언양닭칼국수 경성대부경대점,11
함안군,이수정가든,11
봉화군,봉화농협하나로마트,10
칠곡군,진땡이국밥 본점,11
NaN,아스티호텔 부산역,24
울산광역시,울기항로표지관리소,1
통영시,통영삼도수군통제영,2
속초시,어리틀빗,11
함양군,벽송사,2
대구광역시,타코비,11
부산광역시,한우스지집,11
NaN,깡깡이예술마을,7
부산광역시,경포횟집,11
부산광역시,수영역삼정그린코아더시티오피스텔,22
부산광역시,국제시장/빈티지샵/음식점(디네트),4
김해시,라벨스하이디 장유율하점,4
대구광역시,화우정식당,11
울산광역시,미면소,11
NaN,설촌냉면,11
대구광역시,카페보스 서문시장점,11
칠곡군,호수가애,11
속초시,체스터톤스,24
NaN,버들미식당,11
청송군,주왕산황토방갈로펜션,24
창원시,백년손칼국수,11
대구광역시,주식회사 포레밀,11
창원시,메르헨제이,13
NaN,호텔투나잇,24
청도군,퍼즈글램핑,24
NaN,브라우니70,11
의정부시,호원신일아파트,21
울산광역시,울산해양박물관,2
강릉시,강릉미디어촌5단지아파트,22
NaN,황매산등산코스,7
정선군,금메달식당,11
부산광역시,코코플라토(COCO PLATO),11
부산광역시,스몰굿커피 마린시티점,11
장수군,덕유산휴게소 통영방향,9
무주군,무주 반딧불 시장,4
원주시,사니다카페,11
대구광역시,사군자민속촌,11
NaN,2022여름 강릉로컬푸드마켓,4
경산시,홍연자명품김밥,11
NaN,영도대교 포장마차거리,4
울산광역시,스타벅스 울산디자인거리점,11
동해시,북평민속시장,4
경주시,감로당 대릉원점,11
강릉시,52블럭,11
하남시,미사강변센트럴자이아파트,22
경산시,경상북도교육청 남부미래교육관,8
포항시,참마트 구룡포점,10
경주시,히어로플레이파크 경주본점,6
시흥시,새벽나주곰탕,11
NaN,부산진남문시장,4
춘천시,골목손두부집,11
NaN,의성제오리의 공룡발자국화석,2
창원시,창동예술촌,3
NaN,하이원하늘길 둘레길1구간,7
고성군,삼락주유소,10
부산광역시,롯데리아 서면일번가점,11
춘천시,수플레,11
김해시,희유,11
남양주시,온누리장작구이 팔당본점,11
진주시,롯데마트 진주점,4
NaN,부산펫쇼,8
서울특별시,강남LH1단지아파트 e편한세상 관리사무소,22
NaN,속초머구리활어수산,10
NaN,서프본,5
NaN,오대산선재길,1
NaN,소금강산,2
평창군,스테이캠프 펜션,24
밀양시,밀양아리랑 우주천문대,2
춘천시,봄내극장,3
부산광역시,내원정사,2
김해시,클레이아크김해미술관,3
봉화군,봉화목재문화체험장,13
서울특별시,탐앤탐스 왕십리역점,11
NaN,진부령 도로,1
경주시,"포석로소갈비찜, Sk렌트카 대여",10
부산광역시,파란만장사진관,12
대구광역시,구암서원,2
NaN,청령포전망대,2
밀양시,대천반점,11
강릉시,강릉사천농협하나로마트 본점,10
춘천시,메밀밭 본점,11
속초시,설악스케치,11
부산광역시,옵스 카멜리아오뜨점,11
NaN,육담폭포,1
NaN,세자매 농원,4
경산시,대패생각 하양점,11
양양군,양양두둥실,11
NaN,형제봉,1
상주시,카페인가든,11
대구광역시,스타벅스 대구공평DT,11
대구광역시,돌삐전통가마솥국밥,11
평창군,원미식당,11
부산광역시,외식1번가 서부산점,11
안동시,안동대학교,3
경주시,단시푸딩,11
NaN,장호닭갈비막국수,11
부산광역시,광복경양식,11
NaN,주전 바닷가(카페벼리 앞),11
밀양시,연극촌앞밀양식당,11
합천군,합천사누키우동,11
서울특별시,래미안허브리츠아파트,21
부산광역시,가련한부엌,11
대구광역시,스타벅스 대구중앙로역점,11
NaN,숨쉬숨생고기,11
구미시,큰집막창 공단점,11
청도군,청도반시축제,8
포항시,구룡포시락국수,10
NaN,집(복귀),21
의정부시,장재울토종순대국,11
부산광역시,원컵어데이,11
부산광역시,플래티넘호텔,24
NaN,둥글바위,1
NaN,평창자연휴게소,9
NaN,경북 영덕군 남정면 부경길 앞바다,1
창원시,미래리움오피스텔,22
영덕군,남호해수욕장,1
속초시,크래프트루트,11
NaN,부산광역시 북구 화명동,22
경주시,가득한정원,24
함안군,능가사,2
포항시,투썸플레이스 포항송도점,11
울산광역시,제일조개구이,11
청송군,청송휴게소 영덕방향,9
NaN,친누나집,22
부산광역시,부산국제금융센터,3
NaN,사천선진리성,2
부산광역시,민락씨랜드회센타,4
평창군,백룡동굴 생태체험학습장,13
부산광역시,부산진시장 주차빌딩,9
NaN,칠보산 휴게소,9
부산광역시,센텀센시빌아파트,22
NaN,"소품샵, 도레",10
대구광역시,더기커피,11
구미시,롯데마트 구미점,4
대구광역시,프랭크버거 대구범어점,11
천안시,힐스테이트천안신부아파트,21
대구광역시,대구E월드,6
NaN,무봉리토종순대국,11
남양주시,써라운드,11
의정부시,경기 의정부시 용현로 143,21
평창군,횡계시외버스공용정류장,9
포항시,홍익돈까스 포항오천점,11
정선군,또래오래 정선북평점,10
부산광역시,송정면가,11
안동시,전가복,11
NaN,불로동고분공원,1
부산광역시,영주동삼대복국,11
김해시,그라시아스호텔,24
영덕군,장사상륙작전 전승기념관,3
NaN,이명균선생 순국기념비,7
부산광역시,백미당 신세계백화점센텀시티점,4
서울특별시,올리브영 서울역점,10
NaN,경주월드 별의별면 식당,11
NaN,소노벨 청송 로고샵&청송특산품 판매점&굿앤굿샵,10
부산광역시,이씨할매횟집,4
속초시,"속초고속버스터미널, 고속버스터미널",9
부산광역시,선유도원,11
울산광역시,Fe01갤러리&카페,12
단양군,충주호관광선 장회나루,1
밀양시,밀양강캠프스쿨 캠핑장,12
부산광역시,영도뼈다귀해장국,11
NaN,아르테뮤지엄 강릉,3
NaN,CRR 전포점,4
양주시,덕계역 1호선,9
NaN,곤돌라탑승.몽블랑산책,7
NaN,성남동 젊음의 거리,4
울산광역시,부조화숲,11
정선군,아우로라,11
NaN,Favorite,11
부산광역시,룸서비스 부산서면점,11
서울특별시,스타벅스 광화문교보문고점,11
NaN,캠핑장,24
부산광역시,트럼프월드센텀I아파트,21
부산광역시,버거킹 부산센텀시티점,11
NaN,청하셀프주유소,10
NaN,황남옥수수,11
대구광역시,주담화,11
대구광역시,대구문화예술회관 아르떼 레스토랑,11
부산광역시,센텀마마뷔페,11
평창군,옥봉식당,11
양산시,스타벅스 양산물금DT,11
NaN,운문댐하류보 야영장 주차장,9
부산광역시,쇼호텔,24
NaN,감악산 남상손맛,11
횡성군,웰리힐리파크 레크레이션센터,5
서울특별시,해태드림아파트,21
대구광역시,한일아파트,22
경주시,경주밀면 본점,11
NaN,팔공 화훼단지,4
NaN,나오라쇼,8
NaN,울산디자인거리,4
춘천시,카페 춘빙고 본점,11
강릉시,효성횟집,11
대구광역시,명덕시장,4
양산시,물문화전시관,3
NaN,오류고아라해변,1
경주시,더좋아진다,11
부산광역시,김사웅내과의원,12
강릉시,서프홀릭 강릉점,24
울산광역시,밤부,11
양양군,클럽트리,11
강릉시,원더스카이,5
부산광역시,재송시장,4
부산광역시,부산은행 본점,3
원주시,원주자유시장,4
NaN,보문호수,7
하동군,금양가든,11
NaN,장미공원,1
울산광역시,대구짬뽕정,11
정선군,하이원스키장 마운틴프라자,5
춘천시,동춘천농협하나로마트 거두점,10
경주시,샤르망펜션,24
안동시,임연재종택,24
하동군,산호식당,11
곡성군,곡성기차마을휴게소 순천방향,9
NaN,강릉안목항 해맞이공원,1
NaN,봉덕동 ok마트,10
강릉시,마더커피 초당점,11
NaN,오색상가 주차장,9
안동시,인생마카롱,11
경주시,케이크한입 황리단길점,10
밀양시,경남 밀양시 단장면 표충로 1064-31,24
강릉시,비치플러그인,11
인제군,내설악미리내캠프,1
부산광역시,1박2일충북집누나야,11
대구광역시,핸즈커피 대명계대점,11
NaN,경동미르웰양천향교,22
양산시,스타벅스 남양산IC DT점,11
NaN,샤브향,11
NaN,항구와백두산,11
NaN,장사상륙작전전승기념공원,1
경주시,서라벌셀프주유소,12
담양군,쌍교숯불갈비 담양본점,11
부산광역시,엄용백돼지국밥,11
창원시,대구광역시 동대구역,9
NaN,호국의다리,1
NaN,성주군 수륜면 어울림마당,1
경산시,호텔크라페,24
창원시,소원식당,11
NaN,문경 참미나리미돈가,11
울산광역시,명촌주공아파트,21
경주시,해피데이해피독펜션,24
경산시,담따프레시 펜타힐즈점,4
대구광역시,뭄뭄 시지점,11
부산광역시,옥스PC카페&쿡,12
횡성군,엘크커피,11
춘천시,그레이스글램핑,24
NaN,경주레저,5
울산광역시,오도리마을,7
속초시,무지개생선구이,11
NaN,라포엠펜션,24
NaN,레전드히어로즈,6
부산광역시,롱드라이버스,11
부산광역시,구땡식당,11
양양군,코스터,11
인천광역시,힐타운,21
울진군,무인모텔9,24
문경시,파밀리아,11
대전광역시,만인산자연휴양림,1
부산광역시,호텔라인,24
광명시,세이브존 광명점,12
NaN,경북대학교 축구장,3
경주시,경주천년한우 보문점,11
NaN,반,11
강릉시,코와 레스토랑&카페,11
NaN,엑소디움,22
산청군,지리산국립공원 중산리탐방안내소,1
춘천시,별헤는마을 카라반캠핑장,24
부산광역시,해운대소막골,11
속초시,바다해풍,11
포항시,포항 바다이야기,11
NaN,해운대블루라인파크 미포주차장,9
안동시,맛우짜,11
부산광역시,서프홀릭,5
동해시,곰바우식당,11
NaN,오송역 스마트주차장,9
경주시,이삭토스트 경주중앙점,11
부산광역시,갈맷길돼지국밥,11
김해시,서부커피로스터스 봉황점,11
대구광역시,대교회식당,11
대구광역시,미스터힐링 대구동성로점,10
양양군,서프팩토리 양양설악점,5
NaN,헤어홍,4
김해시,우시,11
포항시,여남삼거리회식당,11
대구광역시,아트플러스씨어터,3
안동시,헬로,24
속초시,영랑호컨트리클럽,13
평창군,대관령농협하나로마트 유천점,10
고성군,경상남도교육청 종합복지관,24
NaN,발왕산케이블카,6
부산광역시,코지하우스,11
대구광역시,고산골공룡공원,1
경주시,빽가네뒷고기,11
NaN,설악동 주차장,9
부산광역시,신라횟집,11
부산광역시,알로이삥삥,11
부산광역시,BHC치킨 해운대팔래드점,11
정선군,구공탄구이,11
부산광역시,스타벅스 비프광장점,11
서울특별시,만들다brunch house&pub,11
대구광역시,동아백화점 수성점,4
김해시,스타벅스 김해진영DT점,11
대구광역시,돈주가초벌막창 본점,10
강릉시,그리우니,11
대구광역시,노브랜드버거 대구동성로점,11
대구광역시,회성각 본점,11
강릉시,금진향토식당,11
NaN,신명정자해변,1
춘천시,카페디쿼드,11
대구광역시,호키츠네 대구점,11
평창군,용평리조트 버치힐콘도,24
울산광역시,맘스터치 옥동점,11
NaN,영천 힐스타 카페,11
부산광역시,야스미,11
NaN,영덕해맞이공원,1
울산광역시,브레드앤버터크로아상,11
구미시,참새와방앗간,11
부산광역시,웨스틴조선호텔 셔블,11
춘천시,시루,11
밀양시,청산얼음펜션,24
부산광역시,메이언니잡화점,4
부산광역시,올리브영 광복타운점,10
밀양시,사명대사,2
부산광역시,광안리만남의광장,1
시흥시,롯데마트 시흥점,4
NaN,옛지수초등학교,13
NaN,경주탈해왕릉,2
부산광역시,오막집,4
NaN,광안리 수향횟집,11
청도군,하얀집,11
봉화군,봉화닭실마을,7
부산광역시,세라젬웰카페 부산동래직영점,13
진주시,동환하이빌,22
부산광역시,부산 서면 배스킨라빈스,11
부산광역시,CGV 서면,3
NaN,울산 일산동 바다,1
포천시,다이소 포천송우사거리점,4
청송군,백일홍,11
경주시,롯데슈퍼 경주보문점,4
속초시,전주호,11
경주시,황남주택,11
경주시,"어제,아래",12
대구광역시,우야지막창 복현점,11
봉화군,삼강식당,11
부산광역시,맛찬들왕소금구이 부산해운대점,11
NaN,개끝,1
NaN,중앙근린공원 커뮤니티광장,1
경주시,경주빵 황남본점,11
부산광역시,그랜드조선 부산 라운지앤바,11
울산광역시,꾸꾸과자점,11
대구광역시,너와나의봄,10
안동시,경양카츠 안동점,11
NaN,오천시장,4
양양군,만두야,11
춘천시,다락숯불닭갈비,11
구미시,원평성당,2
속초시,예그리다,11
동해시,동해호텔미,24
서울특별시,명연에너지 효성주유소,10
동해시,지구인커피(GIGUINCOFFEE),11
NaN,함안성산산성,2
구미시,롯데빌라트,22
익산시,제일1차아파트,22
경산시,윌로우 반곡247,11
양산시,증산국수,11
구미시,순수가성 구미점,11
부산광역시,통영장어구이산곰장어,11
철원군,동철원막국수,11
NaN,울산손칼국수,11
대전광역시,성심당 케익부띠끄,11
포항시,냉수면옥,11
부산광역시,영가대,2
대구광역시,힐링타이,13
삼척시,장호항영기횟집,11
부산광역시,가나당,11
대전광역시,탑클라우드호텔 대전점,24
경주시,히든씨,11
대구광역시,행운의시간들,11
강릉시,조개공장,11
광주광역시,광주광역시,21
합천군,육면,11
경주시,화가배,13
NaN,백석농원사과따기체험,13
NaN,레고랜드코리아리조트 매표소,6
원주시,원주농협하나로마트 단계점,10
NaN,두만지,7
춘천시,빨강머리이모닭갈비,11
대구광역시,더존사이다동전노래연습장 동성로점,3
구미시,인동시장,4
NaN,뉴서울갈비,11
NaN,금오산 올레길,7
속초시,설악당,11
NaN,해운대온천사거리,4
춘천시,온찬,11
동해시,딸부자막국수,11
창원시,항일독립운동가 주기철목사기념관,2
NaN,친구가있는집,22
NaN,안목해변 빨간등대,1
홍천군,유황오리숯불구이,11
진주시,팜스보드게임카페 진주경상대점,12
진주시,진주스포츠파크,5
NaN,GG모텔,24
NaN,홈플러스 울산남구점,4
양양군,페이보릿,11
NaN,설악산국립공원 대청봉코스(오색),7
NaN,서울역ktx,9
부산광역시,유노추보 광복점,11
구례군,현재게스트하우스,24
양양군,동춘식당,11
화천군,GS25 화천춘화로점,10
인제군,CU 인제동갈보대점,9
부산광역시,호텔아쿠아펠리스 워터파크 앤 찜질방,24
하동군,범바구집,11
부산광역시,상국이네+해운대 해변,4
NaN,몰운대,2
포항시,유니의바다,24
춘천시,남춘천닭갈비막국수,11
춘천시,이매진나미,1
하남시,딘딘향,11
대구광역시,녹동서원,2
경주시,붉은호랑이,11
속초시,2대송림순대집,11
NaN,황남본가,11
NaN,명품인견,10
진주시,KFC 진주이마트점,11
부산광역시,썬샤인DR시티오피스텔,22
NaN,주암정,2
부산광역시,스타벅스 수영역점,11
영월군,유목정903,11
춘천시,이디야커피 춘천여고점,11
대구광역시,양반생고기&육회,11
성주군,한솥도시락 성주점,11
NaN,경주국립공원 남산지구,1
경주시,1층 탄다(유아용전동버스),13
강릉시,신리광장,11
경주시,노워즈,11
서울특별시,프라이어팰리스아파트,22
NaN,묵호등대 및 도째비골 스카이밸리,6
영주시,화성리버빌1차아파트,21
평창군,봉평감자옹심이,11
정선군,정선아라리촌,2
울산광역시,화정,11
NaN,페블,11
NaN,블루빌,22
NaN,방석방파제,7
고성군,역사안보전시관 이기붕별장,3
구미시,한마음연합의원,10
삼척시,"삼척항활어회센터, 동해삼척태백축협 하나로마트",10
양산시,다이소 양산석산점,10
창원시,라운지그루 창원점,11
춘천시,왕짱구,11
함양군,대성식당,11
울산광역시,감성대패,11
NaN,천불동계곡,1
부산광역시,쏘핫마라탕마라샹궈,11
NaN,서면향토음식특화거리,4
강릉시,메시56,4
부산광역시,화봉커피,11
부산광역시,마왕족발 부산사상점,11
NaN,메타세콰이어숲,7
춘천시,춘천숯불닭갈비 중앙로점,11
고성군,새평지아파트,22
평창군,대관령한우타운 일송정 면온점,11
평창군,숲속에동물농장,13
인제군,백담입구터미널,9
삼척시,천년학힐링타운,1
NaN,고씨식당,11
산청군,무한도전레포츠,5
칠곡군,대동강가든,11
밀양시,이마트24 밀양영남루점,10
부산광역시,GS25 동구부산역점,10
NaN,우로지,7
대구광역시,아웃닭 보건대점,11
강릉시,강릉커피호두,11
춘천시,애니메이션박물관 카페구름빵,11
부산광역시,엔제리너스 부산남포점,11
횡성군,웰리힐리파크 본관 로메리안,11
양양군,곰취식당,11
경주시,차오찹스,11
부산광역시,고메빵집,11
NaN,쉬림프박스 푸드트럭 (강원 강릉시 해안로 682-7),11
NaN,인히어 게스트하우스,24
NaN,육쌈냉면,11
고성군,소노캄델피노 카페로까,11
합천군,호연정,2
양양군,리버티,5
창원시,호텔런더너 신항용원점,24
양산시,라피에스타 양산,4
창원시,이디야커피 마산고속터미널점,11
사천시,제일전복횟집,11
경주시,별미찬분식,11
춘천시,해신탕능이마을,7
삼척시,그리다용화,24
진주시,땡초김밥 신안평거점,11
강릉시,그옛날 초당순두부,11
평창군,모두랑한우마을&밸리,11
춘천시,추곡막국수,11
춘천시,토담카페,11
울진군,해품돈,11
강릉시,휴스파펜션,24
김해시,톤로스터스,11
부산광역시,동부아파트,21
부산광역시,일리카이트,11
NaN,분산성,2
양양군,동호면옥,11
평창군,메밀꽃밭,1
부산광역시,창현수산,11
진주시,진양호동물원 일년계단,7
강릉시,GS25 그랑블루점,10
화성시,동탄린스트라우스더레이크아파트,22
NaN,산책,7
대구광역시,가온밀면 김광석거리점,11
NaN,거진해수욕장,1
예천군,세종타운아파트,22
춘천시,카페맑은물,11
NaN,천만초장집,11
NaN,베스킨라빈스 알펜시아점,10
NaN,남천녹차팥빙수,11
NaN,하오재 캠핑장 주변 산책,7
동해시,꿈의궁전호텔,24
부산광역시,거누광장 서면점,11
진주시,수류헌,11
NaN,녹잔니,11
부산광역시,이화양곱창 본관,11
서울특별시,스튜디오딜라이트,22
대구광역시,스타벅스 대구침산DT점,11
NaN,써클6호(터미널 안 편의점,10
안동시,옥정밀,11
춘천시,세븐일레븐 춘천현대점,10
사천시,박서방식당,11
고성군,친구수산,11
부산광역시,멜리풀러스,11
NaN,아야진항,1
NaN,희망교,7
속초시,대포항전망대,7
부산광역시,센텀역,9
영월군,중부내륙,4
NaN,금호꽃섬,7
창원시,굿데이뮤지엄,3
울산광역시,GS25 울산삼호중앙점,10
칠곡군,대구시립공원묘지 납골당,3
경주시,수석정,11
부천시,부천범박힐스테이트3단지아파트,21
양산시,역전우동0410 양산역점,4
진주시,야끼토리 아오이,11
태백시,태백눈꽃야영장,8
평창군,물레방아마트,10
포항시,제줏간 포항영일대점,11
포항시,보경사,2
부산광역시,투썸플레이스 부산가덕도점,11
창원시,부페파크 마산점,11
경주시,너와사라,10
거창군,동바리해장국,11
청도군,삼계리 약초농원캠핑장,24
양산시,텐퍼센트커피 양산양주로점,4
NaN,대한민국이 한우먹는날,8
문경시,면타작,11
밀양시,여왕밀면옹심이칼국수,11
상주시,비즈니스호텔마이홈,24
함양군,1004화로구이 함양지점,11
춘천시,진미닭갈비 본점,11
양산시,디저트39 양산물금점,11
NaN,고바우한중식,11
NaN,정관우도 한우전문점,11
강릉시,탑스텐호텔 스카이라운지,11
NaN,강릉 모카번,11
대구광역시,이스케이퍼스 대구동성로점,12
NaN,건천편백숲내음길,1
울산광역시,왓더버거 울산성남점,11
동해시,호해정,2
강릉시,앙빵,11
울산광역시,미락해산물,11
강릉시,바다를담다,11
하동군,찻잎마술,11
울산광역시,달삼주택,11
NaN,한반도지형 농특산물 판매장?매점,10
NaN,이사부광장,7
춘천시,브릭스피자,11
NaN,대진항,7
경주시,서라벌문화회관,8
NaN,춘천대첩기념평화공원,1
이천시,삼부자쌀밥집,11
고령군,대가야역사 테마관광지,6
김해시,김해율하서희스타힐스아파트,21
강릉시,르봉마젤,4
NaN,원주옻칠기공예관,2
부산광역시,밀양순대돼지국밥,11
포항시,돌고래회식당,11
대구광역시,세븐일레븐 세천삼정그린점,22
춘천시,청평산장,5
대구광역시,브라운도트 성당못점,24
합천군,향토산채본가식당,11
구미시,소금별상점,10
부산광역시,이가차이나,11
인천광역시,이마트24 송도커낼워크점,10
NaN,고래사어묵 부산본점,11
안동시,묵향,11
원주시,보릿고개 본점,11
안동시,하회초가집민박,24
부산광역시,태종대사랑방조개구이,11
NaN,솔바람펜션,24
동해시,동해닭갈비,11
문경시,대흥정육점,11
원주시,오렌치,11
울산광역시,착한물고기,11
강릉시,강릉교동주공2차아파트,21
NaN,지리산 백무동탐방지원센터,1
서울특별시,떼제베,11
포항시,국수나무 포항지곡점,11
대구광역시,차량반환장소,12
울산광역시,엔엔알,11
강릉시,스시카이토,11
NaN,썬크루즈 10층 스카이라운지,11
서울특별시,태헤란로77길 49,21
부산광역시,제이스스파글램핑,24
영월군,동강서바이벌,13
NaN,영일만 북파랑길,7
대구광역시,상인동방현대아파트,22
강릉시,필식당,11
NaN,청진2리방파제 등대 갯마을차차차 촬영지,2
NaN,대구 중앙로(종로거리),4
NaN,엘지생활연수원,24
대구광역시,소노마마,11
원주시,시즈미교토,11
NaN,부산횟집,4
천안시,두진그린힐아파트,22
울산광역시,버거킹 울산우정SK점,11
부산광역시,샤브막심,11
NaN,송정동,22
통영시,새터시장맛집,11
광양시,바라봄,11
NaN,영월 동강 시스타,24
창녕군,우포생태촌,24
강릉시,나우오네버,3
충주시,용대충전소,12
포항시,써브웨이 포항남부DT점,11
NaN,하동읍성,2
부산광역시,부네치아선셋전망대,4
강릉시,오프더월,11
경주시,김유신장군묘,2
경주시,감포이견대카페,11
안양시,GS칼텍스 우리주유소,10
부산광역시,신기숲,11
부산광역시,송정동핫도그 해동용궁사점,11
경주시,라팡시옹펜션,24
삼척시,칠보식당,11
통영시,하정식당,11
횡성군,동횡성농협하나로마트 갑천점,10
부산광역시,동화주유소,10
NaN,경포가시연습지 습지광장,1
경주시,솔솥 경주황리단길점,11
서울특별시,신안오피스빌라,22
대구광역시,반미리코,11
김포시,스타벅스 풍무사거리DT,11
울산광역시,오이시맛있는돈까스,11
NaN,주문진리조트야외수영장,6
NaN,play,12
진주시,서울 깍두기,11
서울특별시,또바라기돼지국밥,11
영주시,인삼꼬챙이,11
원주시,아빠닭갈비,11
남양주시,카페 차 프리미엄,11
NaN,재약산,1
포항시,반송정국시,11
창녕군,남지농협하나로마트 본점,10
울산광역시,스타벅스 울산신정DT점,11
울산광역시,이마트 울산점,4
울산광역시,우정혁신도시푸르지오아파트,22
NaN,구서태평양아파트,22
김해시,탑마트 삼방점,10
양양군,니즈샐러드카페 인구점,11
경주시,아덴 2호점,11
NaN,최뼈다귀해장국,11
부산광역시,이와,11
NaN,상족암군립공원,1
강릉시,환호횟집,11
NaN,백식당 본점,11
영월군,서부순대집,11
NaN,김포국제공항 국내선 KAL 라운지,9
울산광역시,부성타워맨션,22
NaN,청수골계곡 힐링농원,12
의성군,의성농협하나로마트,10
포항시,라쿵푸마라탕,11
NaN,한천길,7
김해시,장유아몬드키즈호텔,24
원주시,GS25 문막희망점,10
창녕군,창녕5일장,4
청도군,삼토리수제비,11
부산광역시,남천금호어울림더비치아파트,22
구미시,스타벅스 구미공단점,11
동해시,호텔 여기어때 묵호점,24
진주시,모도 진주점,10
영덕군,신흥춘해물짬뽕,11
경주시,로데오텍사스BBQ,11
영주시,알토호텔,24
NaN,후진항 방파제,1
울산광역시,준오헤어 울산삼산점,4
춘천시,호반골프랜드,5
동해시,삼화사,24
NaN,속초 한게임당구장,12
부산광역시,프랭클린 커피로스터스,11
울산광역시,이디야커피 울산신천베스트점,11
부산광역시,모나코모텔,24
NaN,다원보 팔각정,7
대구광역시,신매역 대구2호선,21
창원시,꾼닭 마산합성점,22
창원시,어전,11
대구광역시,히든토이,4
진주시,수수공방,11
춘천시,쟈스민,11
부산광역시,플라워스튜디오 클라르떼,10
울산광역시,외식명가 삼산정,11
대구광역시,T클래스커피,11
청송군,주왕산온천관광호텔 청송솔기온천,6
NaN,피자스쿨,11
부산광역시,동래읍성임진왜란역사관,2
울산광역시,바다소풍애견펜션,24
NaN,황산공원(양산국화향연축제),8
구미시,한돈참숯꼬기 구미인동점,11
NaN,"영남루, 박시춘 생가 등",2
NaN,매운수제비,11
울산광역시,참솔한우숯불센타,11
부산광역시,카페노티드 부산해운대점,11
부산광역시,대한복국돌판낙지볶음,11
NaN,영월강변저류지수변공원,1
경주시,불국시,11
강릉시,카페밀,11
대구광역시,제줏간 칠곡점,11
강릉시,에디슨과학박물관.참소리축음기박물관.손성목영화박물관,2
대구광역시,영빈각,11
NaN,복희네민박,24
경주시,가온들풀빌라,24
부산광역시,거제역 동해선,9
대구광역시,하녹90,11
경주시,대안빌라,22
NaN,다덕약수관광지,1
사천시,목화휴게소,9
울산광역시,봉추찜닭 울산태화대공원점,11
양양군,양양서핑 젯시티,5
NaN,신세계프리미엄아울렛 부산 BEAKER,4
사천시,완사전통시장,4
NaN,부산요트투어 요트타다,5
부산광역시,부산진시장,4
NaN,용화산 테마파크 캠핑장,24
경주시,고도커피바,11
대구광역시,이시아폴리스더샵3차아파트,22
서울특별시,당산빨간주꾸미,11
상주시,레쉬트,10
원주시,대학문구,22
부산광역시,메트로폴리스28오피스텔,22
삼척시,제이엠하우스,24
NaN,Lg주유소,10
강릉시,가람집옹심이,11
부산광역시,초량1941,11
가평군,봉루금문닭갈비,11
경주시,보우2단지아파트,24
울산광역시,카페루덴스,11
NaN,라무진 원주점,11
NaN,gs25양양오색점,10
울산광역시,범서현대1차아파트,21
NaN,행운주택,22
대구광역시,동대구역 대구1호선,9
산청군,산청약초식당,11
울산광역시,안녕 소소,10
안양시,SJ호텔,24
강릉시,강원도강릉의료원,12
창원시,함박눈,11
대구광역시,대구시민안전테마파크,6
강릉시,신촌장칼국수,11
대구광역시,시류,11
경주시,한복과교복,10
NaN,계단아래칼국수,11
강릉시,안드로메다,11
속초시,이디야커피 속초해수욕장점,11
영천시,오픈그린 영천,13
포항시,차밭골감자탕,11
경주시,백송,10
대구광역시,동대구역광장,9
대구광역시,돈까스식당 동성로교동점,11
동해시,만고땡 동해점,11
NaN,고메브릿지,11
진안군,진안마이산휴게소 익산방향,9
부산광역시,꽃마을프로방스,6
NaN,남친집,22
NaN,반딧불이생태숲,7
동해시,더좋은날,11
부천시,중동역 1호선,9
속초시,벨라쿠치나,11
NaN,화개천,5
경주시,인스타펜션,24
경산시,우주주택,11
NaN,감지해변,1
포항시,까멜리아인구룡포,11
울진군,울진대게홍보전시관,3
울산광역시,피자삼촌,11
NaN,채가 신촌설렁탕,11
NaN,재경민물장어,11
부산광역시,포토시그니처 부산해운대1호점,12
NaN,청사포어항남방파제등대,9
부산광역시,솥이랑,11
부산광역시,망미단길,4
부산광역시,수수하지만굉장해 해운대점,11
NaN,양양서프비치,1
가평군,가평 칼국수,11
NaN,월소택지길,24
NaN,신북읍샘밭장터,4
강릉시,사천항주문진물회,11
하동군,칠불사,2
NaN,넘버25,24
NaN,세븐일레븐 합천황강공원점,10
남양주시,임건제일주유소,10
포항시,그랑모던풀빌라,24
